Detik; Hasil
1.553; 62.498
1.554; 62.698
1.555; 62.899
1.556; 63.100
1.557; 63.301
1.558; 63.502
1.559; 63.704
1.560; 63.905
1.561; 64.107
1.562; 64.310
1.563; 64.512
1.564; 64.715
1.565; 64.917
1.566; 65.120
1.567; 65.324
1.568; 65.527
1.569; 65.731
1.570; 65.935
1.571; 66.139
1.572; 66.343
1.573; 66.548
1.574; 66.753
1.575; 66.958
1.576; 67.163
1.577; 67.368
1.578; 67.574
1.579; 67.780
1.580; 67.986
1.581; 68.192
1.582; 68.398
1.583; 68.605
1.584; 68.812
1.585; 69.019
1.586; 69.226
1.587; 69.434
1.588; 69.642
1.589; 69.850
1.590; 70.058
1.591; 70.266
1.592; 70.474
1.593; 70.683
1.594; 70.892
1.595; 71.101
1.596; 71.311
1.597; 71.520
1.598; 71.730
1.599; 71.940
1.600; 72.150
1.601; 72.360
1.602; 72.571
1.603; 72.782
1.604; 72.993
1.605; 73.204
1.606; 73.415
1.607; 73.627
1.608; 73.838
1.609; 74.050
1.610; 74.262
1.611; 74.475
1.612; 74.687
1.613; 74.900
1.614; 75.113
1.615; 75.326
1.616; 75.539
1.617; 75.753
1.618; 75.966
1.619; 76.180
1.620; 76.394
1.621; 76.609
1.622; 76.823
1.623; 77.038
1.624; 77.252
1.625; 77.467
1.626; 77.683
1.627; 77.898
1.628; 78.114
1.629; 78.329
1.630; 78.545
1.631; 78.761
1.632; 78.978
1.633; 79.194
1.634; 79.411
1.635; 79.628
1.636; 79.845
1.637; 80.062
1.638; 80.279
1.639; 80.497
1.640; 80.715
1.641; 80.933
1.642; 81.151
1.643; 81.369
1.644; 81.588
1.645; 81.806
1.646; 82.025
1.647; 82.244
1.648; 82.463
1.649; 82.683
1.650; 82.902
1.651; 83.122
1.652; 83.342
1.653; 83.562
1.654; 83.782
1.655; 84.002
1.656; 84.223
1.657; 84.444
1.658; 84.665
1.659; 84.886
1.660; 85.107
1.661; 85.328
1.662; 85.550
1.663; 85.772
1.664; 85.994
1.665; 86.216
1.666; 86.438
1.667; 86.661
1.668; 86.883
1.669; 87.106
1.670; 87.329
1.671; 87.552
1.672; 87.775
1.673; 87.999
1.674; 88.222
1.675; 88.446
1.676; 88.670
1.677; 88.894
1.678; 89.118
1.679; 89.343
1.680; 89.567
1.681; 89.792
1.682; 90.017
1.683; 90.242
1.684; 90.467
1.685; 90.693
1.686; 90.918
1.687; 91.144
1.688; 91.370
1.689; 91.596
1.690; 91.822
1.691; 92.048
1.692; 92.275
1.693; 92.501
1.694; 92.728
1.695; 92.955
1.696; 93.182
1.697; 93.409
1.698; 93.637
1.699; 93.864
1.700; 94.092
1.701; 94.320
1.702; 94.548
1.703; 94.776
1.704; 95.004
1.705; 95.232
1.706; 95.461
1.707; 95.690
1.708; 95.918
1.709; 96.147
1.710; 96.377
1.711; 96.606
1.712; 96.835
1.713; 97.065
1.714; 97.295
1.715; 97.525
1.716; 97.755
1.717; 97.985
1.718; 98.215
1.719; 98.445
1.720; 98.676
1.721; 98.907
1.722; 99.138
1.723; 99.369
1.724; 99.600
1.725; 99.831
1.726; 100.062
1.727; 100.294
1.728; 100.526
1.729; 100.758
1.730; 100.989
1.731; 101.222
1.732; 101.454
1.733; 101.686
1.734; 101.919
1.735; 102.151
1.736; 102.384
1.737; 102.617
1.738; 102.850
1.739; 103.083
1.740; 103.316
1.741; 103.550
1.742; 103.783
1.743; 104.017
1.744; 104.251
1.745; 104.485
1.746; 104.719
1.747; 104.953
1.748; 105.187
1.749; 105.422
1.750; 105.656
1.751; 105.891
1.752; 106.126
1.753; 106.361
1.754; 106.596
1.755; 106.831
1.756; 107.066
1.757; 107.302
1.758; 107.537
1.759; 107.773
1.760; 108.009
1.761; 108.245
1.762; 108.481
1.763; 108.717
1.764; 108.953
1.765; 109.189
1.766; 109.426
1.767; 109.663
1.768; 109.899
1.769; 110.136
1.770; 110.373
1.771; 110.610
1.772; 110.847
1.773; 111.085
1.774; 111.322
1.775; 111.560
1.776; 111.797
1.777; 112.035
1.778; 112.273
1.779; 112.511
1.780; 112.749
1.781; 112.987
1.782; 113.226
1.783; 113.464
1.784; 113.703
1.785; 113.941
1.786; 114.180
1.787; 114.419
1.788; 114.658
1.789; 114.897
1.790; 115.136
1.791; 115.375
1.792; 115.615
1.793; 115.854
1.794; 116.094
1.795; 116.333
1.796; 116.573
1.797; 116.813
1.798; 117.053
1.799; 117.293
1.800; 117.533
1.801; 117.774
1.802; 118.014
1.803; 118.255
1.804; 118.495
1.805; 118.736
1.806; 118.977
1.807; 119.218
1.808; 119.459
1.809; 119.700
1.810; 119.941
1.811; 120.182
1.812; 120.423
1.813; 120.665
1.814; 120.906
1.815; 121.148
1.816; 121.390
1.817; 121.632
1.818; 121.874
1.819; 122.116
1.820; 122.358
1.821; 122.600
1.822; 122.842
1.823; 123.085
1.824; 123.327
1.825; 123.570
1.826; 123.812
1.827; 124.055
1.828; 124.298
1.829; 124.541
1.830; 124.784
1.831; 125.027
1.832; 125.270
1.833; 125.513
1.834; 125.756
1.835; 126.000
1.836; 126.243
1.837; 126.487
1.838; 126.731
1.839; 126.974
1.840; 127.218
1.841; 127.462
1.842; 127.706
1.843; 127.950
1.844; 128.194
1.845; 128.438
1.846; 128.683
1.847; 128.927
1.848; 129.171
1.849; 129.416
1.850; 129.660
1.851; 129.905
1.852; 130.150
1.853; 130.395
1.854; 130.640
1.855; 130.885
1.856; 131.130
1.857; 131.375
1.858; 131.620
1.859; 131.865
1.860; 132.110
1.861; 132.356
1.862; 132.601
1.863; 132.847
1.864; 133.092
1.865; 133.338
1.866; 133.584
1.867; 133.830
1.868; 134.075
1.869; 134.321
1.870; 134.567
1.871; 134.813
1.872; 135.060
1.873; 135.306
1.874; 135.552
1.875; 135.798
1.876; 136.045
1.877; 136.291
1.878; 136.538
1.879; 136.784
1.880; 137.031
1.881; 137.277
1.882; 137.524
1.883; 137.771
1.884; 138.018
1.885; 138.265
1.886; 138.512
1.887; 138.759
1.888; 139.006
1.889; 139.253
1.890; 139.500
1.891; 139.747
1.892; 139.995
1.893; 140.242
1.894; 140.489
1.895; 140.737
1.896; 140.984
1.897; 141.232
1.898; 141.480
1.899; 141.727
1.900; 141.975
1.901; 142.223
1.902; 142.471
1.903; 142.719
1.904; 142.966
1.905; 143.214
1.906; 143.462
1.907; 143.711
1.908; 143.959
1.909; 144.207
1.910; 144.455
1.911; 144.703
1.912; 144.952
1.913; 145.200
1.914; 145.448
1.915; 145.697
1.916; 145.945
1.917; 146.194
1.918; 146.442
1.919; 146.691
1.920; 146.939
1.921; 147.188
1.922; 147.437
1.923; 147.686
1.924; 147.934
1.925; 148.183
1.926; 148.432
1.927; 148.681
1.928; 148.930
1.929; 149.179
1.930; 149.428
1.931; 149.677
1.932; 149.926
1.933; 150.175
1.934; 150.424
1.935; 150.673
1.936; 150.923
1.937; 151.172
1.938; 151.421
1.939; 151.670
1.940; 151.920
1.941; 152.169
1.942; 152.419
1.943; 152.668
1.944; 152.917
1.945; 153.167
1.946; 153.416
1.947; 153.666
1.948; 153.915
1.949; 154.165
1.950; 154.415
1.951; 154.664
1.952; 154.914
1.953; 155.164
1.954; 155.413
1.955; 155.663
1.956; 155.913
1.957; 156.163
1.958; 156.412
1.959; 156.662
1.960; 156.912
1.961; 157.162
1.962; 157.412
1.963; 157.662
1.964; 157.912
1.965; 158.162
1.966; 158.412
1.967; 158.661
1.968; 158.911
1.969; 159.161
1.970; 159.411
1.971; 159.662
1.972; 159.912
1.973; 160.162
1.974; 160.412
1.975; 160.662
1.976; 160.912
1.977; 161.162
1.978; 161.412
1.979; 161.662
1.980; 161.912
1.981; 162.163
1.982; 162.413
1.983; 162.663
1.984; 162.913
1.985; 163.163
1.986; 163.413
1.987; 163.664
1.988; 163.914
1.989; 164.164
1.990; 164.414
1.991; 164.665
1.992; 164.915
1.993; 165.165
1.994; 165.415
1.995; 165.666
1.996; 165.916
1.997; 166.166
1.998; 166.416
1.999; 166.666
2.000; 166.917
2.001; 167.167
2.002; 167.417
2.003; 167.667
2.004; 167.918
2.005; 168.168
2.006; 168.418
2.007; 168.668
2.008; 168.919
2.009; 169.169
2.010; 169.419
2.011; 169.669
2.012; 169.920
2.013; 170.170
2.014; 170.420
2.015; 170.670
2.016; 170.921
2.017; 171.171
2.018; 171.421
2.019; 171.671
2.020; 171.922
2.021; 172.172
2.022; 172.422
2.023; 172.672
2.024; 172.923
2.025; 173.173
2.026; 173.423
2.027; 173.673
2.028; 173.924
2.029; 174.174
2.030; 174.424
2.031; 174.674
2.032; 174.925
2.033; 175.175
2.034; 175.425
2.035; 175.675
2.036; 175.926
2.037; 176.176
2.038; 176.426
2.039; 176.676
2.040; 176.927
2.041; 177.177
2.042; 177.427
2.043; 177.677
2.044; 177.928
2.045; 178.178
2.046; 178.428
2.047; 178.678
2.048; 178.929
2.049; 179.179
2.050; 179.429
2.051; 179.679
2.052; 179.930
2.053; 180.180
2.054; 180.430
2.055; 180.680
2.056; 180.931
2.057; 181.181
2.058; 181.431
2.059; 181.681
2.060; 181.932
2.061; 182.182
2.062; 182.432
2.063; 182.682
2.064; 182.933
2.065; 183.183
2.066; 183.433
2.067; 183.683
2.068; 183.934
2.069; 184.184
2.070; 184.434
2.071; 184.684
2.072; 184.935
2.073; 185.185
2.074; 185.435
2.075; 185.685
2.076; 185.936
2.077; 186.186
2.078; 186.436
2.079; 186.686
2.080; 186.937
2.081; 187.187
2.082; 187.437
2.083; 187.687
2.084; 187.938
2.085; 188.188
2.086; 188.438
2.087; 188.688
2.088; 188.939
2.089; 189.189
2.090; 189.439
2.091; 189.689
2.092; 189.940
2.093; 190.190
2.094; 190.440
2.095; 190.690
2.096; 190.941
2.097; 191.191
2.098; 191.441
2.099; 191.691
2.100; 191.942
2.101; 192.192
2.102; 192.442
2.103; 192.692
2.104; 192.943
2.105; 193.193
2.106; 193.443
2.107; 193.693
2.108; 193.944
2.109; 194.194
2.110; 194.444
2.111; 194.694
2.112; 194.945
2.113; 195.195
2.114; 195.445
2.115; 195.695
2.116; 195.946
2.117; 196.196
2.118; 196.446
2.119; 196.696
2.120; 196.947
2.121; 197.197
2.122; 197.447
2.123; 197.697
2.124; 197.948
2.125; 198.198
2.126; 198.448
2.127; 198.698
2.128; 198.949
2.129; 199.199
2.130; 199.449
2.131; 199.699
2.132; 199.950
2.133; 200.200
2.134; 200.450
2.135; 200.700
2.136; 200.951
2.137; 201.201
2.138; 201.451
2.139; 201.701
2.140; 201.952
2.141; 202.202
2.142; 202.452
2.143; 202.702
2.144; 202.953
2.145; 203.203
2.146; 203.453
2.147; 203.703
2.148; 203.954
2.149; 204.204
2.150; 204.454
2.151; 204.704
2.152; 204.955
2.153; 205.205
2.154; 205.455
2.155; 205.705
2.156; 205.956
2.157; 206.206
2.158; 206.456
2.159; 206.706
2.160; 206.957
2.161; 207.207
2.162; 207.457
2.163; 207.707
2.164; 207.958
2.165; 208.208
2.166; 208.458
2.167; 208.708
2.168; 208.959
2.169; 209.209
2.170; 209.459
2.171; 209.709
2.172; 209.960
2.173; 210.210
2.174; 210.460
2.175; 210.710
2.176; 210.961
2.177; 211.211
2.178; 211.461
2.179; 211.711
2.180; 211.962
2.181; 212.212
2.182; 212.462
2.183; 212.712
2.184; 212.963
2.185; 213.213
2.186; 213.463
2.187; 213.713
2.188; 213.964
2.189; 214.214
2.190; 214.464
2.191; 214.714
2.192; 214.965
2.193; 215.215
2.194; 215.465
2.195; 215.715
2.196; 215.966
2.197; 216.216
2.198; 216.466
2.199; 216.716
2.200; 216.967
2.201; 217.217
2.202; 217.467
2.203; 217.717
2.204; 217.968
2.205; 218.218
2.206; 218.468
2.207; 218.718
2.208; 218.969
2.209; 219.219
2.210; 219.469
2.211; 219.719
2.212; 219.970
2.213; 220.220
2.214; 220.470
2.215; 220.720
2.216; 220.971
2.217; 221.221
2.218; 221.471
2.219; 221.721
2.220; 221.972
2.221; 222.222
2.222; 222.472
2.223; 222.722
2.224; 222.973
2.225; 223.223
2.226; 223.473
2.227; 223.723
2.228; 223.974
2.229; 224.224
2.230; 224.474
2.231; 224.724
2.232; 224.975
2.233; 225.225
2.234; 225.475
2.235; 225.725
2.236; 225.976
2.237; 226.226
2.238; 226.476
2.239; 226.726
2.240; 226.977
2.241; 227.227
2.242; 227.477
2.243; 227.727
2.244; 227.978
2.245; 228.228
2.246; 228.478
2.247; 228.728
2.248; 228.979
2.249; 229.229
2.250; 229.479
2.251; 229.729
2.252; 229.980
2.253; 230.230
2.254; 230.480
2.255; 230.730
2.256; 230.981
2.257; 231.231
2.258; 231.481
2.259; 231.731
2.260; 231.982
2.261; 232.232
2.262; 232.482
2.263; 232.732
2.264; 232.983
2.265; 233.233
2.266; 233.483
2.267; 233.733
2.268; 233.984
2.269; 234.234
2.270; 234.484
2.271; 234.734
2.272; 234.985
2.273; 235.235
2.274; 235.485
2.275; 235.735
2.276; 235.986
2.277; 236.236
2.278; 236.486
2.279; 236.736
2.280; 236.987
2.281; 237.237
2.282; 237.487
2.283; 237.737
2.284; 237.988
2.285; 238.238
2.286; 238.488
2.287; 238.738
2.288; 238.989
2.289; 239.239
2.290; 239.489
2.291; 239.739
2.292; 239.990
2.293; 240.240
2.294; 240.490
2.295; 240.740
2.296; 240.991
2.297; 241.241
2.298; 241.491
2.299; 241.741
2.300; 241.992
2.301; 242.242
2.302; 242.492
2.303; 242.742
2.304; 242.993
2.305; 243.243
2.306; 243.493
2.307; 243.743
2.308; 243.994
2.309; 244.244
2.310; 244.494
2.311; 244.744
2.312; 244.995
2.313; 245.245
2.314; 245.495
2.315; 245.745
2.316; 245.996
2.317; 246.246
2.318; 246.496
2.319; 246.746
2.320; 246.997
2.321; 247.247
2.322; 247.497
2.323; 247.747
2.324; 247.998
2.325; 248.248
2.326; 248.498
2.327; 248.748
2.328; 248.999
2.329; 249.249
2.330; 249.499
2.331; 249.749
2.332; 250.000
2.333; 250.250
2.334; 250.500
2.335; 250.750
2.336; 251.001
2.337; 251.251
2.338; 251.501
2.339; 251.751
2.340; 252.002
2.341; 252.252
2.342; 252.502
2.343; 252.752
2.344; 253.003
2.345; 253.253
2.346; 253.503
2.347; 253.753
2.348; 254.004
2.349; 254.254
2.350; 254.504
2.351; 254.754
2.352; 255.005
2.353; 255.255
2.354; 255.505
2.355; 255.755
2.356; 256.006
2.357; 256.256
2.358; 256.506
2.359; 256.756
2.360; 257.007
2.361; 257.257
2.362; 257.507
2.363; 257.757
2.364; 258.008
2.365; 258.258
2.366; 258.508
2.367; 258.758
2.368; 259.009
2.369; 259.259
2.370; 259.509
2.371; 259.759
2.372; 260.010
2.373; 260.260
2.374; 260.510
2.375; 260.760
2.376; 261.011
2.377; 261.261
2.378; 261.511
2.379; 261.761
2.380; 262.012
2.381; 262.262
2.382; 262.512
2.383; 262.762
2.384; 263.013
2.385; 263.263
2.386; 263.513
2.387; 263.763
2.388; 264.014
2.389; 264.264
2.390; 264.514
2.391; 264.764
2.392; 265.015
2.393; 265.265
2.394; 265.515
2.395; 265.765
2.396; 266.016
2.397; 266.266
2.398; 266.516
2.399; 266.766
2.400; 267.017
2.401; 267.267
2.402; 267.517
2.403; 267.767
2.404; 268.018
2.405; 268.268
2.406; 268.518
2.407; 268.768
2.408; 269.019
2.409; 269.269
2.410; 269.519
2.411; 269.769
2.412; 270.020
2.413; 270.270
2.414; 270.520
2.415; 270.770
2.416; 271.021
2.417; 271.271
2.418; 271.521
2.419; 271.771
2.420; 272.022
2.421; 272.272
2.422; 272.522
2.423; 272.772
2.424; 273.023
2.425; 273.273
2.426; 273.523
2.427; 273.773
2.428; 274.024
2.429; 274.274
2.430; 274.524
2.431; 274.774
2.432; 275.025
2.433; 275.275
2.434; 275.525
2.435; 275.775
2.436; 276.026
2.437; 276.276
2.438; 276.526
2.439; 276.776
2.440; 277.027
2.441; 277.277
2.442; 277.527
2.443; 277.777
2.444; 278.028
2.445; 278.278
2.446; 278.528
2.447; 278.778
2.448; 279.029
2.449; 279.279
2.450; 279.529
2.451; 279.779
2.452; 280.030
2.453; 280.280
2.454; 280.530
2.455; 280.780
2.456; 281.031
2.457; 281.281
2.458; 281.531
2.459; 281.781
2.460; 282.032
2.461; 282.282
2.462; 282.532
2.463; 282.782
2.464; 283.033
2.465; 283.283
2.466; 283.533
2.467; 283.783
2.468; 284.034
2.469; 284.284
2.470; 284.534
2.471; 284.784
2.472; 285.035
2.473; 285.285
2.474; 285.535
2.475; 285.785
2.476; 286.036
2.477; 286.286
2.478; 286.536
2.479; 286.786
2.480; 287.037
2.481; 287.287
2.482; 287.537
2.483; 287.787
2.484; 288.038
2.485; 288.288
2.486; 288.538
2.487; 288.788
2.488; 289.039
2.489; 289.289
2.490; 289.539
2.491; 289.789
2.492; 290.040
2.493; 290.290
2.494; 290.540
2.495; 290.790
2.496; 291.041
2.497; 291.291
2.498; 291.541
2.499; 291.791
2.500; 292.042
2.501; 292.292
2.502; 292.542
2.503; 292.792
2.504; 293.043
2.505; 293.293
2.506; 293.543
2.507; 293.793
2.508; 294.044
2.509; 294.294
2.510; 294.544
2.511; 294.794
2.512; 295.045
2.513; 295.295
2.514; 295.545
2.515; 295.795
2.516; 296.046
2.517; 296.296
2.518; 296.546
2.519; 296.796
2.520; 297.047
2.521; 297.297
2.522; 297.547
2.523; 297.797
2.524; 298.048
2.525; 298.298
2.526; 298.548
2.527; 298.798
2.528; 299.049
2.529; 299.299
2.530; 299.549
2.531; 299.799
2.532; 300.050
2.533; 300.300
2.534; 300.550
2.535; 300.800
2.536; 301.051
2.537; 301.301
2.538; 301.551
2.539; 301.801
2.540; 302.052
2.541; 302.302
2.542; 302.552
2.543; 302.802
2.544; 303.053
2.545; 303.303
2.546; 303.553
2.547; 303.803
2.548; 304.054
2.549; 304.304
2.550; 304.554
2.551; 304.804
2.552; 305.055
2.553; 305.305
2.554; 305.555
2.555; 305.805
2.556; 306.056
2.557; 306.306
2.558; 306.556
2.559; 306.806
2.560; 307.057
2.561; 307.307
2.562; 307.557
2.563; 307.807
2.564; 308.058
2.565; 308.308
2.566; 308.558
2.567; 308.808
2.568; 309.059
2.569; 309.309
2.570; 309.559
2.571; 309.809
2.572; 310.060
2.573; 310.310
2.574; 310.560
2.575; 310.810
2.576; 311.061
2.577; 311.311
2.578; 311.561
2.579; 311.811
2.580; 312.062
2.581; 312.312
2.582; 312.562
2.583; 312.812
2.584; 313.063
2.585; 313.313
2.586; 313.563
2.587; 313.813
2.588; 314.064
2.589; 314.314
2.590; 314.564
2.591; 314.814
2.592; 315.065
2.593; 315.315
2.594; 315.565
2.595; 315.815
2.596; 316.066
2.597; 316.316
2.598; 316.566
2.599; 316.816
2.600; 317.067
2.601; 317.317
2.602; 317.567
2.603; 317.817
2.604; 318.068
2.605; 318.318
2.606; 318.568
2.607; 318.818
2.608; 319.069
2.609; 319.319
2.610; 319.569
2.611; 319.819
2.612; 320.070
2.613; 320.320
2.614; 320.570
2.615; 320.820
2.616; 321.071
2.617; 321.321
2.618; 321.571
2.619; 321.821
2.620; 322.072
2.621; 322.322
2.622; 322.572
2.623; 322.822
2.624; 323.073
2.625; 323.323
2.626; 323.573
2.627; 323.823
2.628; 324.074
2.629; 324.324
2.630; 324.574
2.631; 324.824
2.632; 325.075
2.633; 325.325
2.634; 325.575
2.635; 325.825
2.636; 326.076
2.637; 326.326
2.638; 326.576
2.639; 326.826
2.640; 327.077
2.641; 327.327
2.642; 327.577
2.643; 327.827
2.644; 328.078
2.645; 328.328
2.646; 328.578
2.647; 328.828
2.648; 329.079
2.649; 329.329
2.650; 329.579
2.651; 329.829
2.652; 330.080
2.653; 330.330
2.654; 330.580
2.655; 330.830
2.656; 331.081
2.657; 331.331
2.658; 331.581
2.659; 331.831
2.660; 332.082
2.661; 332.332
2.662; 332.582
2.663; 332.832
2.664; 333.083
2.665; 333.333
2.666; 333.583
2.667; 333.833
2.668; 334.084
2.669; 334.334
2.670; 334.584
2.671; 334.834
2.672; 335.085
2.673; 335.335
2.674; 335.585
2.675; 335.835
2.676; 336.086
2.677; 336.336
2.678; 336.586
2.679; 336.836
2.680; 337.087
2.681; 337.337
2.682; 337.587
2.683; 337.837
2.684; 338.088
2.685; 338.338
2.686; 338.588
2.687; 338.838
2.688; 339.089
2.689; 339.339
2.690; 339.589
2.691; 339.839
2.692; 340.090
2.693; 340.340
2.694; 340.590
2.695; 340.840
2.696; 341.091
2.697; 341.341
2.698; 341.591
2.699; 341.841
2.700; 342.092
2.701; 342.342
2.702; 342.592
2.703; 342.842
2.704; 343.093
2.705; 343.343
2.706; 343.593
2.707; 343.843
2.708; 344.094
2.709; 344.344
2.710; 344.594
2.711; 344.844
2.712; 345.095
2.713; 345.345
2.714; 345.595
2.715; 345.845
2.716; 346.096
2.717; 346.346
2.718; 346.596
2.719; 346.846
2.720; 347.097
2.721; 347.347
2.722; 347.597
2.723; 347.847
2.724; 348.098
2.725; 348.348
2.726; 348.598
2.727; 348.848
2.728; 349.099
2.729; 349.349
2.730; 349.599
2.731; 349.849
2.732; 350.100
2.733; 350.350
2.734; 350.600
2.735; 350.850
2.736; 351.101
2.737; 351.351
2.738; 351.601
2.739; 351.851
2.740; 352.102
2.741; 352.352
2.742; 352.602
2.743; 352.852
2.744; 353.103
2.745; 353.353
2.746; 353.603
2.747; 353.853
2.748; 354.104
2.749; 354.354
2.750; 354.604
2.751; 354.854
2.752; 355.105
2.753; 355.355
2.754; 355.605
2.755; 355.855
2.756; 356.106
2.757; 356.356
2.758; 356.606
2.759; 356.856
2.760; 357.107
2.761; 357.357
2.762; 357.607
2.763; 357.857
2.764; 358.108
2.765; 358.358
2.766; 358.608
2.767; 358.858
2.768; 359.109
2.769; 359.359
2.770; 359.609
2.771; 359.859
2.772; 360.110
2.773; 360.360
2.774; 360.610
2.775; 360.860
2.776; 361.111
2.777; 361.361
2.778; 361.611
2.779; 361.861
2.780; 362.112
2.781; 362.362
2.782; 362.612
2.783; 362.862
2.784; 363.113
2.785; 363.363
2.786; 363.613
2.787; 363.863
2.788; 364.114
2.789; 364.364
2.790; 364.614
2.791; 364.864
2.792; 365.115
2.793; 365.365
2.794; 365.615
2.795; 365.865
2.796; 366.116
2.797; 366.366
2.798; 366.616
2.799; 366.866
2.800; 367.117
2.801; 367.367
2.802; 367.617
2.803; 367.867
2.804; 368.118
2.805; 368.368
2.806; 368.618
2.807; 368.868
2.808; 369.119
2.809; 369.369
2.810; 369.619
2.811; 369.869
2.812; 370.120
2.813; 370.370
2.814; 370.620
2.815; 370.870
2.816; 371.121
2.817; 371.371
2.818; 371.621
2.819; 371.871
2.820; 372.122
2.821; 372.372
2.822; 372.622
2.823; 372.872
2.824; 373.123
2.825; 373.373
2.826; 373.623
2.827; 373.873
2.828; 374.124
2.829; 374.374
2.830; 374.624
2.831; 374.874
2.832; 375.125
2.833; 375.375
2.834; 375.625
2.835; 375.875
2.836; 376.126
2.837; 376.376
2.838; 376.626
2.839; 376.876
2.840; 377.127
2.841; 377.377
2.842; 377.627
2.843; 377.877
2.844; 378.128
2.845; 378.378
2.846; 378.628
2.847; 378.878
2.848; 379.129
2.849; 379.379
2.850; 379.629
2.851; 379.879
2.852; 380.130
2.853; 380.380
2.854; 380.630
2.855; 380.880
2.856; 381.131
2.857; 381.381
2.858; 381.631
2.859; 381.881
2.860; 382.132
2.861; 382.382
2.862; 382.632
2.863; 382.882
2.864; 383.133
2.865; 383.383
2.866; 383.633
2.867; 383.883
2.868; 384.134
2.869; 384.384
2.870; 384.634
2.871; 384.884
2.872; 385.135
2.873; 385.385
2.874; 385.635
2.875; 385.885
2.876; 386.136
2.877; 386.386
2.878; 386.636
2.879; 386.886
2.880; 387.137
2.881; 387.387
2.882; 387.637
2.883; 387.887
2.884; 388.138
2.885; 388.388
2.886; 388.638
2.887; 388.888
2.888; 389.139
2.889; 389.389
2.890; 389.639
2.891; 389.889
2.892; 390.140
2.893; 390.390
2.894; 390.640
2.895; 390.890
2.896; 391.141
2.897; 391.391
2.898; 391.641
2.899; 391.891
2.900; 392.142
2.901; 392.392
2.902; 392.642
2.903; 392.892
2.904; 393.143
2.905; 393.393
2.906; 393.643
2.907; 393.893
2.908; 394.144
2.909; 394.394
2.910; 394.644
2.911; 394.894
2.912; 395.145
2.913; 395.395
2.914; 395.645
2.915; 395.895
2.916; 396.146
2.917; 396.396
2.918; 396.646
2.919; 396.896
2.920; 397.147
2.921; 397.397
2.922; 397.647
2.923; 397.897
2.924; 398.148
2.925; 398.398
2.926; 398.648
2.927; 398.898
2.928; 399.149
2.929; 399.399
2.930; 399.649
2.931; 399.899
2.932; 400.150
2.933; 400.400
2.934; 400.650
2.935; 400.900
2.936; 401.151
2.937; 401.401
2.938; 401.651
2.939; 401.901
2.940; 402.152
2.941; 402.402
2.942; 402.652
2.943; 402.902
2.944; 403.153
2.945; 403.403
2.946; 403.653
2.947; 403.903
2.948; 404.154
2.949; 404.404
2.950; 404.654
2.951; 404.904
2.952; 405.155
2.953; 405.405
2.954; 405.655
2.955; 405.905
2.956; 406.156
2.957; 406.406
2.958; 406.656
2.959; 406.906
2.960; 407.157
2.961; 407.407
2.962; 407.657
2.963; 407.907
2.964; 408.158
2.965; 408.408
2.966; 408.658
2.967; 408.908
2.968; 409.159
2.969; 409.409
2.970; 409.659
2.971; 409.909
2.972; 410.160
2.973; 410.410
2.974; 410.660
2.975; 410.910
2.976; 411.161
2.977; 411.411
2.978; 411.661
2.979; 411.911
2.980; 412.162
2.981; 412.412
2.982; 412.662
2.983; 412.912
2.984; 413.163
2.985; 413.413
2.986; 413.663
2.987; 413.913
2.988; 414.164
2.989; 414.414
2.990; 414.664
2.991; 414.914
2.992; 415.165
2.993; 415.415
2.994; 415.665
2.995; 415.915
2.996; 416.166
2.997; 416.416
2.998; 416.666
2.999; 416.916
3.000; 417.167
3.001; 416.416
3.002; 415.667
3.003; 414.918
3.004; 414.169
3.005; 413.421
3.006; 412.673
3.007; 411.926
3.008; 411.179
3.009; 410.433
3.010; 409.687
3.011; 408.942
3.012; 408.197
3.013; 407.453
3.014; 406.709
3.015; 405.966
3.016; 405.223
3.017; 404.481
3.018; 403.739
3.019; 402.998
3.020; 402.257
3.021; 401.517
3.022; 400.778
3.023; 400.039
3.024; 399.300
3.025; 398.562
3.026; 397.824
3.027; 397.087
3.028; 396.351
3.029; 395.615
3.030; 394.879
3.031; 394.144
3.032; 393.409
3.033; 392.675
3.034; 391.942
3.035; 391.209
3.036; 390.477
3.037; 389.745
3.038; 389.013
3.039; 388.282
3.040; 387.552
3.041; 386.822
3.042; 386.093
3.043; 385.364
3.044; 384.636
3.045; 383.908
3.046; 383.181
3.047; 382.454
3.048; 381.728
3.049; 381.002
3.050; 380.277
3.051; 379.553
3.052; 378.828
3.053; 378.105
3.054; 377.382
3.055; 376.659
3.056; 375.937
3.057; 375.216
3.058; 374.495
3.059; 373.775
3.060; 373.055
3.061; 372.335
3.062; 371.617
3.063; 370.898
3.064; 370.181
3.065; 369.463
3.066; 368.747
3.067; 368.031
3.068; 367.315
3.069; 366.600
3.070; 365.885
3.071; 365.171
3.072; 364.458
3.073; 363.745
3.074; 363.033
3.075; 362.321
3.076; 361.609
3.077; 360.899
3.078; 360.188
3.079; 359.479
3.080; 358.769
3.081; 358.061
3.082; 357.353
3.083; 356.645
3.084; 355.938
3.085; 355.232
3.086; 354.526
3.087; 353.820
3.088; 353.116
3.089; 352.411
3.090; 351.707
3.091; 351.004
3.092; 350.302
3.093; 349.600
3.094; 348.898
3.095; 348.197
3.096; 347.496
3.097; 346.797
3.098; 346.097
3.099; 345.398
3.100; 344.700
3.101; 344.002
3.102; 343.305
3.103; 342.609
3.104; 341.912
3.105; 341.217
3.106; 340.522
