t,y
0.618996,0.019761
0.619996,0.019855
0.620996,0.019953
0.621996,0.020050
0.622996,0.020148
0.623996,0.020246
0.624996,0.020343
0.625996,0.020441
0.626996,0.020539
0.627995,0.020636
0.628995,0.020734
0.629995,0.020832
0.630995,0.020932
0.631995,0.021033
0.632995,0.021134
0.633995,0.021235
0.634995,0.021336
0.635995,0.021436
0.636995,0.021537
0.637995,0.021638
0.638995,0.021739
0.639995,0.021840
0.640995,0.021944
0.641995,0.022048
0.642995,0.022152
0.643995,0.022256
0.644995,0.022360
0.645995,0.022464
0.646995,0.022568
0.647995,0.022672
0.648995,0.022776
0.649995,0.022880
0.650995,0.022987
0.651995,0.023094
0.652995,0.023201
0.653995,0.023309
0.654995,0.023416
0.655995,0.023523
0.656995,0.023630
0.657995,0.023737
0.658995,0.023845
0.659995,0.023952
0.660995,0.024063
0.661995,0.024173
0.662995,0.024284
0.663995,0.024394
0.664995,0.024505
0.665995,0.024615
0.666995,0.024726
0.667995,0.024836
0.668995,0.024947
0.669995,0.025057
0.670995,0.025171
0.671995,0.025285
0.672995,0.025399
0.673995,0.025513
0.674995,0.025627
0.675995,0.025741
0.676995,0.025855
0.677995,0.025969
0.678995,0.026083
0.679995,0.026196
0.680995,0.026314
0.681995,0.026431
0.682995,0.026548
0.683995,0.026666
0.684995,0.026783
0.685995,0.026900
0.686995,0.027018
0.687995,0.027135
0.688995,0.027252
0.689995,0.027369
0.690995,0.027490
0.691995,0.027611
0.692995,0.027732
0.693995,0.027852
0.694995,0.027973
0.695995,0.028094
0.696995,0.028215
0.697995,0.028335
0.698995,0.028456
0.699995,0.028577
0.700995,0.028701
0.701995,0.028825
0.702995,0.028950
0.703995,0.029074
0.704994,0.029198
0.705994,0.029322
0.706994,0.029447
0.707994,0.029571
0.708994,0.029695
0.709994,0.029819
0.710994,0.029947
0.711994,0.030075
0.712994,0.030203
0.713994,0.030331
0.714994,0.030458
0.715994,0.030586
0.716994,0.030714
0.717994,0.030842
0.718994,0.030970
0.719994,0.031097
0.720994,0.031229
0.721994,0.031360
0.722994,0.031491
0.723994,0.031623
0.724994,0.031754
0.725994,0.031886
0.726994,0.032017
0.727994,0.032148
0.728994,0.032280
0.729994,0.032411
0.730994,0.032546
0.731994,0.032681
0.732994,0.032816
0.733994,0.032951
0.734994,0.033086
0.735994,0.033222
0.736994,0.033357
0.737994,0.033492
0.738994,0.033627
0.739994,0.033762
0.740994,0.033900
0.741994,0.034039
0.742994,0.034178
0.743994,0.034317
0.744994,0.034455
0.745994,0.034594
0.746994,0.034733
0.747994,0.034872
0.748994,0.035010
0.749994,0.035149
0.750994,0.035292
0.751994,0.035434
0.752994,0.035577
0.753994,0.035719
0.754994,0.035862
0.755994,0.036004
0.756994,0.036147
0.757994,0.036289
0.758994,0.036432
0.759994,0.036574
0.760994,0.036720
0.761994,0.036867
0.762994,0.037013
0.763994,0.037159
0.764994,0.037306
0.765994,0.037452
0.766994,0.037598
0.767994,0.037745
0.768994,0.037891
0.769994,0.038037
0.770994,0.038187
0.771994,0.038337
0.772994,0.038488
0.773994,0.038638
0.774994,0.038788
0.775994,0.038938
0.776994,0.039088
0.777994,0.039238
0.778994,0.039388
0.779994,0.039539
0.780994,0.039693
0.781994,0.039847
0.782993,0.040001
0.783993,0.040155
0.784993,0.040309
0.785993,0.040463
0.786993,0.040617
0.787993,0.040771
0.788993,0.040925
0.789993,0.041079
0.790993,0.041237
0.791993,0.041395
0.792993,0.041553
0.793993,0.041711
0.794993,0.041869
0.795993,0.042027
0.796993,0.042185
0.797993,0.042343
0.798993,0.042501
0.799993,0.042659
0.800993,0.042821
0.801993,0.042983
0.802993,0.043145
0.803993,0.043307
0.804993,0.043469
0.805993,0.043631
0.806993,0.043793
0.807993,0.043955
0.808993,0.044117
0.809993,0.044279
0.810993,0.044445
0.811993,0.044611
0.812993,0.044777
0.813993,0.044943
0.814993,0.045109
0.815993,0.045275
0.816993,0.045441
0.817993,0.045607
0.818993,0.045773
0.819993,0.045939
0.820993,0.046110
0.821993,0.046280
0.822993,0.046450
0.823993,0.046620
0.824993,0.046790
0.825993,0.046960
0.826993,0.047130
0.827993,0.047301
0.828993,0.047471
0.829993,0.047641
0.830993,0.047815
0.831993,0.047989
0.832993,0.048164
0.833993,0.048338
0.834993,0.048512
0.835993,0.048687
0.836993,0.048861
0.837993,0.049035
0.838993,0.049209
0.839993,0.049384
0.840993,0.049562
0.841993,0.049741
0.842993,0.049919
0.843993,0.050098
0.844993,0.050276
0.845993,0.050455
0.846993,0.050633
0.847993,0.050812
0.848993,0.050990
0.849993,0.051169
0.850993,0.051351
0.851993,0.051534
0.852993,0.051717
0.853993,0.051900
0.854993,0.052082
0.855993,0.052265
0.856993,0.052448
0.857993,0.052631
0.858993,0.052813
0.859993,0.052996
0.860992,0.053183
0.861992,0.053370
0.862992,0.053557
0.863992,0.053744
0.864992,0.053931
0.865992,0.054118
0.866992,0.054305
0.867992,0.054493
0.868992,0.054680
0.869992,0.054867
0.870992,0.055058
0.871992,0.055249
0.872992,0.055441
0.873992,0.055632
0.874992,0.055824
0.875992,0.056015
0.876992,0.056206
0.877992,0.056398
0.878992,0.056589
0.879992,0.056781
0.880992,0.056976
0.881992,0.057172
0.882992,0.057368
0.883992,0.057564
0.884992,0.057760
0.885992,0.057955
0.886992,0.058151
0.887992,0.058347
0.888992,0.058543
0.889992,0.058739
0.890992,0.058939
0.891992,0.059139
0.892992,0.059339
0.893992,0.059539
0.894992,0.059740
0.895992,0.059940
0.896992,0.060140
0.897992,0.060340
0.898992,0.060541
0.899992,0.060741
0.900992,0.060946
0.901992,0.061150
0.902992,0.061355
0.903992,0.061560
0.904992,0.061765
0.905992,0.061969
0.906992,0.062174
0.907992,0.062379
0.908992,0.062584
0.909992,0.062788
0.910992,0.062998
0.911992,0.063207
0.912992,0.063416
0.913992,0.063626
0.914992,0.063835
0.915992,0.064044
0.916992,0.064253
0.917992,0.064463
0.918992,0.064672
0.919992,0.064881
0.920992,0.065095
0.921992,0.065309
0.922992,0.065523
0.923992,0.065737
0.924992,0.065951
0.925992,0.066165
0.926992,0.066379
0.927992,0.066592
0.928992,0.066806
0.929992,0.067020
0.930992,0.067239
0.931992,0.067457
0.932992,0.067676
0.933992,0.067894
0.934992,0.068113
0.935992,0.068331
0.936992,0.068550
0.937991,0.068769
0.938991,0.068987
0.939991,0.069206
0.940991,0.069429
0.941991,0.069652
0.942991,0.069875
0.943991,0.070099
0.944991,0.070322
0.945991,0.070545
0.946991,0.070768
0.947991,0.070992
0.948991,0.071215
0.949991,0.071438
0.950991,0.071666
0.951991,0.071894
0.952991,0.072122
0.953991,0.072350
0.954991,0.072578
0.955991,0.072806
0.956991,0.073034
0.957991,0.073262
0.958991,0.073490
0.959991,0.073718
0.960991,0.073951
0.961991,0.074184
0.962991,0.074416
0.963991,0.074649
0.964991,0.074882
0.965991,0.075115
0.966991,0.075348
0.967991,0.075580
0.968991,0.075813
0.969991,0.076046
0.970991,0.076284
0.971991,0.076521
0.972991,0.076759
0.973991,0.076997
0.974991,0.077234
0.975991,0.077472
0.976991,0.077710
0.977991,0.077947
0.978991,0.078185
0.979991,0.078422
0.980991,0.078665
0.981991,0.078907
0.982991,0.079150
0.983991,0.079393
0.984991,0.079635
0.985991,0.079878
0.986991,0.080120
0.987991,0.080363
0.988991,0.080605
0.989991,0.080848
0.990991,0.081095
0.991991,0.081343
0.992991,0.081590
0.993991,0.081838
0.994991,0.082085
0.995991,0.082333
0.996991,0.082580
0.997991,0.082828
0.998991,0.083075
0.999991,0.083323
1.000991,0.083575
1.001991,0.083828
1.002991,0.084080
1.003991,0.084333
1.004991,0.084585
1.005991,0.084838
1.006991,0.085090
1.007991,0.085343
1.008991,0.085595
1.009991,0.085848
1.010991,0.086105
1.011991,0.086363
1.012991,0.086620
1.013991,0.086878
1.014991,0.087135
1.015991,0.087393
1.016991,0.087650
1.017992,0.087907
1.018992,0.088165
1.019992,0.088422
1.020992,0.088685
1.021992,0.088947
1.022992,0.089209
1.023992,0.089472
1.024992,0.089734
1.025992,0.089997
1.026992,0.090259
1.027992,0.090521
1.028992,0.090784
1.029992,0.091046
1.030992,0.091313
1.031992,0.091580
1.032992,0.091848
1.033992,0.092115
1.034992,0.092382
1.035992,0.092649
1.036992,0.092916
1.037992,0.093184
1.038993,0.093451
1.039993,0.093718
1.040993,0.093990
1.041993,0.094262
1.042993,0.094534
1.043993,0.094806
1.044993,0.095078
1.045993,0.095350
1.046993,0.095622
1.047993,0.095894
1.048993,0.096166
1.049993,0.096438
1.050993,0.096715
1.051993,0.096992
1.052993,0.097268
1.053993,0.097545
1.054993,0.097822
1.055993,0.098099
1.056993,0.098376
1.057993,0.098652
1.058993,0.098929
1.059994,0.099206
1.060994,0.099487
1.061994,0.099769
1.062994,0.100050
1.063994,0.100332
1.064994,0.100613
1.065994,0.100895
1.066994,0.101176
1.067994,0.101457
1.068994,0.101739
1.069994,0.102020
1.070994,0.102307
1.071994,0.102593
1.072994,0.102879
1.073994,0.103165
1.074994,0.103451
1.075994,0.103737
1.076994,0.104023
1.077994,0.104309
1.078994,0.104595
1.079994,0.104881
1.080994,0.105172
1.081995,0.105463
1.082995,0.105754
1.083995,0.106044
1.084995,0.106335
1.085995,0.106626
1.086995,0.106916
1.087995,0.107207
1.088995,0.107498
1.089995,0.107789
1.090995,0.108084
1.091995,0.108379
1.092995,0.108674
1.093995,0.108970
1.094995,0.109265
1.095995,0.109560
1.096995,0.109855
1.097995,0.110151
1.098995,0.110446
1.099995,0.110741
1.100995,0.111041
1.101995,0.111341
1.102996,0.111640
1.103996,0.111940
1.104996,0.112240
1.105996,0.112540
1.106996,0.112840
1.107996,0.113139
1.108996,0.113439
1.109996,0.113739
1.110996,0.114043
1.111996,0.114347
1.112996,0.114651
1.113996,0.114956
1.114996,0.115260
1.115996,0.115564
1.116996,0.115868
1.117996,0.116173
1.118996,0.116477
1.119996,0.116781
1.120996,0.117090
1.121996,0.117398
1.122996,0.117707
1.123996,0.118015
1.124997,0.118324
1.125997,0.118633
1.126997,0.118941
1.127997,0.119250
1.128997,0.119558
1.129997,0.119867
1.130997,0.120180
1.131997,0.120493
1.132997,0.120806
1.133997,0.121119
1.134997,0.121432
1.135997,0.121745
1.136997,0.122058
1.137997,0.122371
1.138997,0.122684
1.139997,0.122997
1.140997,0.123314
1.141997,0.123631
1.142997,0.123949
1.143997,0.124266
1.144997,0.124583
1.145998,0.124900
1.146998,0.125218
1.147998,0.125535
1.148998,0.125852
1.149998,0.126169
1.150998,0.126491
1.151998,0.126812
1.152998,0.127134
1.153998,0.127455
1.154998,0.127777
1.155998,0.128098
1.156998,0.128420
1.157998,0.128742
1.158998,0.129063
1.159998,0.129385
1.160998,0.129710
1.161998,0.130036
1.162998,0.130362
1.163998,0.130687
1.164998,0.131013
1.165998,0.131339
1.166999,0.131665
1.167999,0.131990
1.168999,0.132316
1.169999,0.132642
1.170999,0.132972
1.171999,0.133301
1.172999,0.133631
1.173999,0.133961
1.174999,0.134291
1.175999,0.134621
1.176999,0.134951
1.177999,0.135281
1.178999,0.135611
1.179999,0.135940
1.180999,0.136274
1.181999,0.136608
1.182999,0.136942
1.183999,0.137276
1.184999,0.137610
1.185999,0.137944
1.186999,0.138278
1.187999,0.138612
1.189000,0.138946
1.190000,0.139280
1.191000,0.139618
1.192000,0.139956
1.193000,0.140294
1.194000,0.140632
1.195000,0.140970
1.196000,0.141308
1.197000,0.141646
1.198000,0.141984
1.199000,0.142322
1.200000,0.142660
1.201000,0.143002
1.202000,0.143344
1.203000,0.143686
1.204000,0.144028
1.205000,0.144370
1.206000,0.144712
1.207000,0.145054
1.208000,0.145396
1.209000,0.145738
1.210001,0.146080
1.211001,0.146426
1.212001,0.146772
1.213001,0.147118
1.214001,0.147464
1.215001,0.147810
1.216001,0.148156
1.217001,0.148502
1.218001,0.148848
1.219001,0.149194
1.220001,0.149540
1.221001,0.149890
1.222001,0.150240
1.223001,0.150590
1.224001,0.150939
1.225001,0.151289
1.226001,0.151639
1.227001,0.151989
1.228001,0.152339
1.229001,0.152689
1.230001,0.153039
1.231001,0.153392
1.232002,0.153746
1.233002,0.154100
1.234002,0.154453
1.235002,0.154807
1.236002,0.155161
1.237002,0.155515
1.238002,0.155868
1.239002,0.156222
1.240002,0.156576
1.241002,0.156933
1.242002,0.157291
1.243002,0.157648
1.244002,0.158006
1.245002,0.158363
1.246002,0.158721
1.247002,0.159078
1.248002,0.159436
1.249002,0.159793
1.250002,0.160151
1.251002,0.160512
1.252002,0.160874
1.253003,0.161235
1.254003,0.161596
1.255003,0.161957
1.256003,0.162319
1.257003,0.162680
1.258003,0.163041
1.259003,0.163402
1.260003,0.163764
1.261003,0.164129
1.262003,0.164494
1.263003,0.164859
1.264003,0.165224
1.265003,0.165589
1.266003,0.165954
1.267003,0.166318
1.268003,0.166683
1.269003,0.167048
1.270003,0.167413
1.271003,0.167782
1.272003,0.168151
1.273003,0.168519
1.274004,0.168888
1.275004,0.169256
1.276004,0.169625
1.277004,0.169994
1.278004,0.170362
1.279004,0.170731
1.280004,0.171100
1.281004,0.171472
1.282004,0.171844
1.283004,0.172216
1.284004,0.172588
1.285004,0.172961
1.286004,0.173333
1.287004,0.173705
1.288004,0.174077
1.289004,0.174449
1.290004,0.174822
1.291004,0.175197
1.292004,0.175573
1.293004,0.175949
1.294004,0.176325
1.295004,0.176701
1.296005,0.177076
1.297005,0.177452
1.298005,0.177828
1.299005,0.178204
1.300005,0.178579
1.301005,0.178959
1.302005,0.179338
1.303005,0.179717
1.304005,0.180096
1.305005,0.180476
1.306005,0.180855
1.307005,0.181234
1.308005,0.181614
1.309005,0.181993
1.310005,0.182372
1.311005,0.182755
1.312005,0.183138
1.313005,0.183520
1.314005,0.183903
1.315005,0.184286
1.316005,0.184668
1.317006,0.185051
1.318006,0.185434
1.319006,0.185817
1.320006,0.186199
1.321006,0.186585
1.322006,0.186972
1.323006,0.187358
1.324006,0.187744
1.325006,0.188130
1.326006,0.188516
1.327006,0.188902
1.328006,0.189288
1.329006,0.189674
1.330006,0.190061
1.331006,0.190450
1.332006,0.190839
1.333006,0.191229
1.334006,0.191618
1.335006,0.192008
1.336006,0.192397
1.337006,0.192787
1.338006,0.193176
1.339007,0.193566
1.340007,0.193955
1.341007,0.194348
1.342007,0.194741
1.343007,0.195134
1.344007,0.195526
1.345007,0.195919
1.346007,0.196312
1.347007,0.196705
1.348007,0.197097
1.349007,0.197490
1.350007,0.197883
1.351007,0.198279
1.352007,0.198675
1.353007,0.199071
1.354007,0.199467
1.355007,0.199863
1.356007,0.200259
1.357007,0.200655
1.358007,0.201051
1.359007,0.201447
1.360008,0.201843
1.361008,0.202242
1.362008,0.202642
1.363008,0.203041
1.364008,0.203440
1.365008,0.203839
1.366008,0.204239
1.367008,0.204638
1.368008,0.205037
1.369008,0.205436
1.370008,0.205835
1.371008,0.206238
1.372008,0.206640
1.373008,0.207043
1.374008,0.207445
1.375008,0.207847
1.376008,0.208250
1.377008,0.208652
1.378008,0.209054
1.379008,0.209457
1.380008,0.209859
1.381009,0.210265
1.382009,0.210670
1.383009,0.211076
1.384009,0.211481
1.385009,0.211886
1.386009,0.212292
1.387009,0.212697
1.388009,0.213103
1.389009,0.213508
1.390009,0.213914
1.391009,0.214322
1.392009,0.214731
1.393009,0.215139
1.394009,0.215548
1.395009,0.215956
1.396009,0.216365
1.397009,0.216773
1.398009,0.217182
